,songs,lyrics
10,XMarksTheSpot.txt,"['(So I reach for it)\n', '\n', 'Stare into darkness, staring at doom\n', 'My heart go boom, bo-boom boom\n', 'Stare into darkness, admit defeat\n', ""Coming home and I'm finding no peace\n"", '\n', 'And I know, and I know and I know\n', ""I know I'm out of luck\n"", 'And I know, and I know and I know\n', ""I know what you've got\n"", '\n', 'I put my hands up to the sky, the feeling is like\n', ""I've got a rocketship that I want to ride\n"", 'I put my hands up to the sky, the feeling is like\n', ""Wherever you are, I'll find that treasure\n"", '\n', ""(So I reach for it) Wherever you are, I'll find that treasure\n"", '(So I reach for it)\n', '\n', 'Stare into darkness, staring at doom\n', 'You make my heart go boom, bo-boom boom\n', 'Superhero, a masterpiece\n', 'Been innocent but a sinner in me\n', '\n', 'And I know, and I know and I know\n', ""I know I'm in luck\n"", 'And I know, and I know and I know\n', ""I know when I'm not\n"", '\n', ""I just put my hands up to the sky, I'm feeling like\n"", ""I've got a rocketship that I want to ride\n"", 'I put my hands up to the sky, the feeling is like\n', ""Wherever you are, I'll find that treasure\n"", '\n', 'I just put my hands up to the sky, the feeling is like\n', ""I've got a rocket, eyes on the prize\n"", ""I put my hands up to the sky, I'm gonna find\n"", ""Wherever you are, I'll find that treasure\n"", '\n', ""(So I reach for it) Wherever you are, I'll find that treasure\n"", ""(So I reach for it) Wherever you are, I'll find that treasure\n"", '(So I reach for it) And I know, and I know, and I know\n', ""(So I reach for it) I know what I've got\n"", 'X marks the spot\n', '\n', ""I just put my hands up to the sky, I'm feeling like\n"", ""I've got a rocketship that I want to ride\n"", 'I put my hands up to the sky, the feeling is like\n', ""Wherever you are, I'll find that treasure\n"", '\n', ""I just put my hands up to the sky, I'm feeling like\n"", ""I've got a rocketship that I want to ride\n"", 'I put my hands up to the sky, the feeling is like\n', ""Wherever you are, I'll find that treasure\n"", '\n', '\n', ' ']"
11,Amsterdam.txt,"['Come on, oh my star is fading \n', 'And I swerve out of control\n', ""If I, if I'd only waited\n"", ""I'd not be stuck here in this hole \n"", 'Come here, oh my star is fading\n', 'And I swerve out of control\n', 'And I swear, I waited and waited\n', ""I've got to get out of this hole\n"", '\n', 'But time is on your side, its on your side, now\n', 'Not pushing you down, and all around\n', ""It's no cause for concern\n"", '\n', 'Come on, oh my star is fading\n', 'And I see no chance of release\n', ""And I know I'm dead on the surface\n"", 'But I am screaming underneath\n', '\n', 'And time is on your side, its on your side, now\n', 'Not pushing you down, and all around\n', ""No it's no cause for concern\n"", '\n', 'Stuck on the end of this ball and chain\n', ""And I'm on my way back down again\n"", 'Stood on the edge, tied to the noose\n', 'Sick to the stomach\n', '\n', 'You can say what you mean\n', ""But it won't change a thing\n"", ""I'm sick of the secrets\n"", 'Stood on the edge, tied to the noose\n', 'And you came along and you cut me loose\n', 'You came along and you cut me loose\n', 'You came along and you cut me loose']"
12,ARushOfBloodToTheHead.txt,"[""You said I'm gonna buy this place and burn it down \n"", ""I'm gonna put it six feet underground \n"", ""You said I'm gonna buy this place and watch it fall\n"", 'Stand here beside me baby in the crumbling walls \n', ""Oh I'm gonna buy this place and start a fire\n"", 'Stand here until I fill all your hearts desires\n', ""Because I'm gonna buy this place and see it burn\n"", 'And do back the things it did to you in return\n', '\n', 'Huuuhhhh [x4]\n', '\n', ""You said I'm gonna buy a gun and start a war\n"", 'If you can tell me something worth fighting for\n', ""Oh and I'm gonna buy this place is what I said\n"", 'Blame it upon a rush of blood to the head\n', '\n', ""Honey, all the movements you're starting to make\n"", 'See me crumble and fall on my face\n', ""And I know the mistakes that I've made\n"", 'See it all disappear without trace\n', 'And they call as they beckon you on\n', 'They say start as you need to go on\n', 'Start as you need to go on\n', '\n', ""You said I'm gonna buy this place and see it go\n"", 'And stand here beside me baby, watch the orange glow\n', ""Some'll laugh and some just sit and cry\n"", 'But you just sit down there and you wonder why\n', '\n', ""So I'm gonna buy a gun and start a war\n"", 'If you can tell me something worth fighting for\n', ""And I'm gonna buy this place is what I said\n"", 'Blame it upon a rush of blood to the head\n', 'Oh to the head\n', '\n', ""Honey, all the movements you're starting to make\n"", 'See me crumble and fall on my face\n', ""And I know the mistakes that I've made\n"", 'See it all disappear without trace\n', 'And they call as they beckon you on\n', 'They say start as you need to go on\n', 'As you need to go on\n', 'As you need to go on\n', '\n', 'So meet me by the bridge\n', 'Oh meet me by the lane\n', 'When am I gonna see that pretty face again\n', 'Oh meet me on the road\n', 'Meet me where I said\n', 'Blame it all upon a rush of blood to the head']"
13,AWhisper.txt,"['A whisper \n', 'A whisper\n', 'A whisper\n', 'A whisper\n', '\n', 'A whisper\n', 'A whisper\n', 'A whisper\n', 'A whisper\n', '\n', 'I hear the sound of a ticking of clocks\n', 'Remember your face, and remember see where you are gone\n', 'I hear the sound of the ticking of clocks\n', 'Come back and look for me, look for me when I am lost\n', '\n', 'Just a whisper, whisper, whisper, whisper \n', 'Just a whisper, whisper, whisper, whisper\n', '\n', 'Night turns to day and I still have these questions\n', ""You just won't break, should I go forwards or backwards\n"", ""Night turns to day and I've still got no answers\n"", '\n', 'Just a whisper, whisper, whisper, whisper \n', 'Just a whisper, whisper, whisper, whisper\n', '\n', 'Now I hear the sound of a ticking of clocks\n', 'Remember your face, and remember see where you are gone\n', 'I hear the sound of the ticking of clocks\n', 'Come back and look for me, look for me when I am lost\n', '\n', 'Just a whisper, whisper, whisper, whisper \n', 'Just a whisper, whisper, whisper, whisper']"
14,Clocks.txt,"[""The lights go out and I can't be saved\n"", 'Tides that I tried to swim against\n', 'Have brought me down upon my knees\n', 'Oh I beg, I beg and plead, singing\n', '\n', 'Come out of things unsaid\n', 'Shoot an apple off my head and a\n', ""Trouble that can't be named\n"", ""A tiger's waiting to be tamed, singing\n"", '\n', 'You are\n', 'You are\n', '\n', 'Confusion never stops\n', 'Closing walls and ticking clocks \n', 'Gonna come back and take you home\n', 'I could not stop that you now know, singing\n', '\n', 'Come out upon my seas\n', 'Cursed missed opportunities \n', 'Am I a part of the cure?\n', 'Or am I part of the disease? Singing\n', '\n', 'You are, you are, you are \n', 'You are, you are, you are\n', '\n', 'And nothing else compares\n', 'Oh nothing else compares\n', 'And nothing else compares\n', '\n', 'You are \n', 'You are\n', '\n', 'Home, home where I wanted to go \n', 'Home, home where I wanted to go\n', 'Home, home where I wanted to go\n', 'Home, home where I wanted to go']"
15,Daylight.txt,"['To my surprise, and my daylight\n', 'I saw sun rise, I saw sunlight\n', 'I am nothing, in the dark\n', 'And the clouds burst to show a daylight \n', 'Oooooo and the sun shines, Yeaaahhh on this star of mine\n', ""Oooooo and I realise, Oooooo couldn't live without\n"", ""Oooooo couldn't part without, it\n"", '\n', 'On a hill top, on a sky rise\n', 'Like a first born, child\n', 'At a full tilt, and at full flight\n', 'You see darkness, in the daylight\n', '\n', 'Oooooo and the sun shines, Yeaaahhh on this star of mine\n', ""Oooooo and I realise, Oooooo couldn't be without\n"", ""Oooooo couldn't part without, daylight\n"", '\n', 'Slowly breaking through the daylight\n', 'Slowly breaking through the daylight\n', 'Slowly breaking through the daylight\n', 'Slowly breaking through the daylight\n', 'Slowly breaking through the daylight\n', 'Slowly breaking through the daylight\n', 'Slowly breaking through the daylight']"
16,GodPutASmileUponYourFace.txt,"['Where do we go nobody knows?\n', ""I've gotta say I'm on my way down\n"", 'God give me style and give me grace\n', 'God put a smile upon my face \n', 'Where do we go to draw the line?\n', ""I've gotta say I wasted all your time, (oh honey honey)\n"", 'Where do I go to fall from grace?\n', 'God put a smile upon your face, yeah\n', '\n', ""Now, when you work it out I'm worse than you\n"", 'Yeah, when you work it out I wanted to\n', 'Now, when you work out where to draw the line\n', 'Your guess is as good as mine\n', '\n', 'Where do we go nobody knows?\n', ""Don't even say you're on your way down, (when)\n"", 'God gave you style and gave you grace\n', 'And put a smile upon your face, ah yeah\n', '\n', ""Now, when you work it out I'm worse than you\n"", 'Yeah, when you work it out I wanted to\n', 'Now, when you work out where to draw the line\n', 'Your guess is as good as mine\n', 'Its as good as mine [x7]\n', '\n', 'Where do we go nobody knows?\n', ""Don't even say you're on your way down, (when)\n"", 'God gave you style and gave you grace\n', 'And put a smile upon your face']"
17,GreenEyes.txt,"['Honey you are a rock\n', 'Upon which I stand\n', 'And I came here to talk\n', 'I hope you understand \n', 'The green eyes, yeah the spotlight, shines upon you\n', 'And how could, anybody, deny you\n', 'I came here with a load\n', 'And it feels so much lighter now I met you\n', 'And honey you should know\n', 'That I could never go on without you\n', 'Green eyes\n', '\n', 'Honey you are the sea\n', 'Upon which I float\n', 'And I came here to talk\n', 'I think you should know\n', '\n', ""The green eyes, you're the one that I wanted to find\n"", 'And anyone who tried to deny you, must be out of their mind\n', 'Because I came here with a load\n', 'And it feels so much lighter since I met you\n', 'Honey you should know\n', 'That I could never go on without you\n', 'Green eyes, green eyes\n', 'Oh oh oh oh [x4]\n', '\n', 'Honey you are a rock\n', 'Upon which I stand']"
18,InMyPlace.txt,"['In my place, in my place\n', ""Were lines that I couldn't change\n"", 'I was lost, oh yeah\n', '\n', 'I was lost, I was lost\n', ""Crossed lines I shouldn't have crossed\n"", 'I was lost, oh yeah\n', '\n', 'Yeah, how long must you wait for it?\n', 'Yeah, how long must you pay for it?\n', 'Yeah, how long must you wait for it, oh, for it?\n', '\n', 'I was scared, I was scared\n', 'Tired and under-prepared\n', ""But I'll wait for it\n"", '\n', 'If you go, if you go\n', 'Leave me down here on my own\n', ""Then I'll wait for you, yeah.\n"", '\n', 'Yeah, how long must you wait for it?\n', 'Yeah, how long must you pay for it?\n', 'Yeah, how long must you wait for it, oh, for it?\n', '\n', 'Singing\n', 'Please, please, please\n', 'Come back and sing to me\n', 'To me, to me\n', '\n', 'Come on and sing it out, now, now\n', 'Come on and sing it out to me, me\n', 'Come back and sing it\n', '\n', 'In my place, in my place\n', ""Were lines that I couldn't change\n"", 'And I was lost, oh yeah\n', 'Oh yeah']"
19,Politik.txt,"['Look at earth from outer space\n', 'Everyone must find a place\n', 'Give me time and give me space\n', ""Give me real, don't give me fake \n"", 'Give me strength, reserve control\n', 'Give me heart and give me soul\n', 'Give me time, give us a kiss\n', 'Tell me your own politik\n', '\n', 'Open up your eyes\n', 'Open up your eyes\n', 'Open up your eyes\n', 'Just open up your eyes\n', '\n', 'Give me one, cause one is best\n', 'In confusion, confidence\n', 'Give me piece of mind and trust\n', ""Don't forget the rest of us\n"", '\n', 'Give me strength, reserve control\n', 'Give me heart and give me soul\n', 'Wounds that heal and cracks that fix\n', 'Tell me your own politik\n', '\n', 'Open up your eyes\n', 'Open up your eyes\n', 'Open up your eyes\n', 'Just open up your eyes\n', '\n', 'And give me love over, love over, love over this, ahhh\n', 'And give me love over, love over, love over this, ahhh']"
20,TheScientist.txt,"[""Come up to meet you, tell you I'm sorry\n"", ""You don't know how lovely you are\n"", '\n', 'I had to find you\n', 'Tell you I need you\n', 'Tell you I set you apart\n', '\n', 'Tell me your secrets\n', 'And ask me your questions\n', ""Oh, let's go back to the start\n"", '\n', 'Running in circles\n', 'Coming up tails\n', 'Heads on a science apart\n', '\n', 'Nobody said it was easy\n', ""It's such a shame for us to part\n"", 'Nobody said it was easy\n', 'No one ever said it would be this hard\n', '\n', 'Oh, take me back to the start\n', '\n', 'I was just guessing\n', 'At numbers and figures\n', 'Pulling the puzzles apart\n', '\n', 'Questions of science\n', 'Science and progress\n', 'Do not speak as loud as my heart\n', '\n', 'Tell me you love me\n', 'Come back and haunt me\n', 'Oh, and I rush to the start\n', '\n', 'Running in circles\n', 'Chasing our tails\n', 'Coming back as we are\n', '\n', 'Nobody said it was easy\n', ""Oh, it's such a shame for us to part\n"", 'Nobody said it was easy\n', 'No one ever said it would be so hard\n', '\n', ""I'm going back to the start\n"", '\n', 'Oh\n', 'Oh\n', 'Oh\n', 'Oh']"
21,WarningSign.txt,"['A warning sign\n', 'I missed the good part, then I realised\n', 'I started looking and the bubble burst\n', 'I started looking for excuses \n', 'Come on in\n', ""I've gotta tell you what a state I'm in\n"", ""I've gotta tell you in my loudest tones\n"", 'That I started looking for a warning sign\n', '\n', 'When the truth is, I miss you\n', 'Yeah the truth is, that I miss you so\n', '\n', 'A warning sign\n', 'It came back to haunt me, and I realised\n', 'That you were an island and I passed you by\n', 'And you were an island to discover\n', '\n', 'Come on in\n', ""I've gotta tell you what a state I'm in\n"", ""I've gotta tell you in my loudest tones\n"", 'That I started looking for a warning sign\n', '\n', 'When the truth is, I miss you\n', 'Yeah the truth is, that I miss you so\n', '\n', ""And I'm tired, I should not have let you go\n"", 'Oooooooo\n', '\n', 'So I crawl back into your open arms\n', 'Yes I crawl back into your open arms\n', 'And I crawl back into your open arms\n', 'Yes I crawl back into your open arms.']"
22,AnothersArms.txt,"['ate night watching TV\n', 'Used to be you here beside me\n', 'Used to be your arms around me\n', 'Your body on my body\n', '\n', 'When the world means nothing to me\n', ""Another's arms\n"", ""Another's arms\n"", 'When the pain just rips right through me\n', ""Another's arms\n"", ""Another's arms\n"", '\n', 'Late night watching TV\n', 'Used to be you here beside me\n', 'Is there someone there to reach me?\n', 'Or someone there to find me?\n', '\n', 'When the pain just rips right through me\n', ""Another's arms\n"", ""Another's arms\n"", ""And that's just torture to me\n"", ""Another's arms\n"", ""Another's arms\n"", '\n', 'Pull yourself into me\n', ""Another's arms\n"", ""Another's arms\n"", 'When the world means nothing to me\n', ""Another's arms\n"", ""Another's arms\n"", '\n', 'Got to pull you close into me\n', ""Another's arms\n"", ""Another's arms\n"", 'Pull yourself right through me\n', ""Another's arms\n"", ""Another's arms\n"", '\n', 'Late night watching TV\n', 'Wish that you were here beside me\n', 'Wish that your arms were around me\n', 'Your body on my body\n']"
23,ASkyFullOfStars.txt,"[""'Cause you're a sky, 'cause you're a sky full of stars\n"", ""I'm gonna give you my heart\n"", ""'Cause you're a sky, 'cause you're a sky full of stars\n"", ""'Cause you light up the path\n"", '\n', ""I don't care, go on and tear me apart\n"", ""I don't care if you do, ooh\n"", ""'Cause in a sky, 'cause in a sky full of stars\n"", 'I think I saw you\n', '\n', ""'Cause you're a sky, 'cause you're a sky full of stars\n"", 'I wanna die in your arms\n', ""'Cause you get lighter the more it gets dark\n"", ""I'm gonna give you my heart\n"", '\n', ""I don't care, go on and tear me apart\n"", ""I don't care if you do, ooh\n"", ""'Cause in a sky, 'cause in a sky full of stars\n"", 'I think I see you\n', 'I think I see you\n', '\n', ""'Cause you're a sky, you're a sky full of stars\n"", 'Such a heavenly view\n', ""You're such a heavenly view\n"", '\n']"
