,sent10,sent11,sent12,sent13,sent14,sent15,sent16,sent17,sent18,sent19,sent110,sent111,sent112,sent113,sent114,sent115,sent116,sent117,sent118,sent119,sent120,sent121,sent122,sent123,sent124,sent125,sent126,sent127,sent128,sent129,sent130,sent131,sent132,sent133,sent134,sent135,sent136,sent137,sent138,sent139,sent140,sent141,sent142,sent143,sent144,sent145,sent146,sent147,sent148,sent149,sent150,sent151,sent152,sent153,sent154,sent155,sent156,sent157,sent158,sent159,sent160,sent161,sent162,sent163,sent164,sent165,sent166,sent167,sent168,sent169,sent170,sent171,sent172,sent173,sent174,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.87556542612,5.49021857923,3.85812652068,0.0,6.33,5.45046092184,0.0,6.71212034384,-1.0,0.0,5.65238629605,4.99594594595,6.24030769231,5.4075147929,5.0,6.45160550459,4.4704,6.34,0.0,6.34,0.0,4.54400442478,5.0,4.18812933025,5.49021857923,5.85,4.0,5.4,0.0,8.72,5.31,6.41821182118,4.91121065375,5.90108585859,7.38,5.81206703911,5.56800383877,6.92658959538,0.0,0.0,4.0,6.5,5.71,5.92,4.35723577236,-1.0,5.16,0.0,0.0,0.0,7.2,0.0,5.47956521739,6.41,6.77,4.52843555681,6.70651716769,5.71,0.0,4.71,3.80736616702,0.0,6.95,5.33498969072,5.67,0.0,5.47348894349,0.0,2.82,5.5724120603,4.19,4.44261904762,4.00095652174,6.18530927835,8.72
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.79818022927,6.73861386139,0.0,3.93,6.1,4.88022129654,2.93,0.0,-1.0,0.0,4.59595271348,7.27,3.67687960688,4.33515518964,0.0,7.40242165242,6.86818941504,4.95,5.62,6.143125,7.1,5.0753112692,5.0,0.0,6.73861386139,0.0,5.78521126761,5.19515418502,3.17,7.45,3.05,0.0,0.0,5.35632277858,7.38,0.0,6.21008783947,3.76,-1.0,7.91,5.78521126761,6.85,7.41828254848,0.0,6.58564853556,-1.0,7.47,6.38,6.96367717617,6.0,7.35552631579,0.0,5.51220779221,0.0,5.16,4.7,6.23599968239,7.55,6.13263736264,5.3,0.0,5.98,0.0,4.75,7.35,6.02,0.0,0.0,4.78962063726,5.1144836272,0.0,3.78,0.0,5.82414893617,6.38
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.87556542612,7.38,3.75,4.83191489362,5.16,4.48545797957,0.0,6.76807106599,-1.0,5.16,7.50203592814,6.41467180216,4.94671968191,0.0,5.71368825763,0.0,7.38,0.0,7.38,5.00816047823,3.62096153846,4.4,5.0,4.837858473,7.38,4.85075806316,0.0,5.19515418502,0.0,8.11314516129,4.87446195708,4.86,5.71534482759,5.21424295775,0.0,0.0,5.88280276817,0.0,-1.0,6.79496774194,0.0,5.75276872964,0.0,3.78,6.58564853556,-1.0,5.16,0.0,0.0,6.1,0.0,5.28,0.0,0.0,3.22354180339,4.54595330739,0.0,6.0,6.13263736264,6.03,5.39,6.19411160162,6.24291161909,8.36198473282,7.25,6.02,0.0,4.95,0.0,5.2346,5.62,7.38,5.0945,6.77275229358,4.43991304348
13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.00095652174,5.16,0.0,3.43,4.28,0.0,5.51171052632,5.60362432759,-1.0,3.32163934426,7.15430972148,3.7,4.01257918552,0.0,4.81798755187,5.87156962025,4.56,4.7,0.0,6.22,7.1,3.7,5.0,4.80625766871,5.16,6.38,6.49212924606,5.4,4.68170124481,6.57,0.0,7.17,4.69,0.0,0.0,5.81206703911,7.88,0.0,-1.0,5.38830010139,6.49212924606,0.0,7.41828254848,5.98,0.0,-1.0,5.11269406393,6.0,5.81312,3.33,4.7,0.0,6.18091741013,4.28,4.54173033708,4.64697892272,3.6060385439,4.86144665461,0.0,0.0,4.30730769231,1.93728971963,8.29528089888,6.94671936759,0.0,0.0,4.90481561822,0.0,4.44261904762,6.15738541461,4.77,7.38,6.38848888889,5.73,5.33498969072
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.25,6.48061002786,4.40262991191,4.75,4.23762711864,4.02,0.0,1.9,-1.0,0.0,5.61,7.04,5.42412073491,4.68499022798,4.95,6.541875,4.7809666227,6.157593361,5.62,5.74043430138,5.33375,0.0,5.0,3.63329355609,6.48061002786,6.38,6.30758293839,5.4,4.1,7.10144654088,7.92849673203,5.71,2.64,0.0,0.0,5.42514717666,4.95847988077,5.31,-1.0,5.38830010139,6.30758293839,6.38,0.0,0.0,6.22,-1.0,7.35,0.0,5.17974293059,6.26,7.2,0.0,6.18091741013,4.56,5.60340966921,7.38,5.46208493083,4.5035059761,5.0,0.0,0.0,0.0,6.31104368932,0.0,6.11654590226,5.0,0.0,4.50385579937,0.0,5.94684210526,4.05,7.38,5.61,7.35,5.86
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,6.03930715935,4.77,0.0,2.96,4.02,0.0,5.12617915905,-1.0,0.0,5.83,5.31,5.17857029244,7.38,5.59830769231,6.541875,5.12,6.23302432522,5.62,2.8,4.43421843385,5.26,0.0,3.59,6.03930715935,2.82,3.86935698448,-1.0,0.0,0.0,2.79,6.22,4.57237668161,5.83985358424,6.31326901249,5.5,4.28,6.15546365915,-1.0,7.17,3.86935698448,0.0,0.0,2.82,5.55407894737,-1.0,0.0,7.04,4.34830097087,0.0,5.11,0.0,5.75230713425,5.72688925045,4.54173033708,3.15,0.0,6.1,5.37397058824,5.88321212121,5.90809659091,4.0206870229,3.22,7.91,4.85181434599,3.82,4.98,5.17868852459,5.50001045869,5.98,5.62,7.38,5.35252851998,6.2259137577,4.56
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.00095652174,6.03930715935,4.77,4.66592790387,3.39142857143,5.52997933884,2.82,0.0,-1.0,5.81048913043,6.49080718261,6.44,4.3,4.9990634378,5.11,6.541875,4.83897674419,7.01573459716,5.23,3.5226744186,5.98,5.26,0.0,3.59,6.03930715935,3.22,4.78052188532,-1.0,7.37,5.08,0.0,0.0,4.3,7.39,6.13570938319,5.32,4.53,6.78351364778,-1.0,7.17,4.78052188532,7.38,7.41828254848,3.78,0.0,-1.0,0.0,6.1,5.39,0.0,0.0,8.23538461538,5.75230713425,0.0,5.60340966921,6.18576623377,7.36762711864,5.0,0.0,0.0,4.60908141962,6.78204379562,2.41,0.0,6.72955773956,5.35548401115,4.59,5.05141700405,0.0,5.1144836272,0.0,0.0,5.61,6.95,6.0
17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.25,6.48061002786,4.77,4.66592790387,5.17,4.35,4.95,5.02722610723,-1.0,5.92,0.0,4.99594594595,6.07,0.0,5.11,6.541875,5.80647058824,5.2069010989,5.62,6.02619370664,4.75,4.4906629955,5.26,1.56,6.48061002786,6.38,5.62788875815,-1.0,6.16,5.08,7.92849673203,6.22,5.11,5.62353219393,5.9089859575,5.22750524109,0.0,0.0,-1.0,7.17,5.62788875815,0.0,0.0,5.98,0.0,-1.0,0.0,6.1,5.81192488263,4.93,0.0,8.23538461538,6.18091741013,0.0,-1.0,8.36198473282,4.7,5.04731798826,5.35758029979,3.48049337272,6.21,5.5243324937,0.0,5.33498969072,7.45,0.0,4.23233830846,4.18651982379,7.55,5.78737327189,3.22,4.19529157667,6.94671936759,5.47026217228,0.0
18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.38,4.41,4.77,0.0,3.17,3.78,5.0,0.0,-1.0,6.2238961039,6.51,4.12331501832,5.73692307692,0.0,0.0,6.541875,4.4704,4.33588118812,0.0,5.94770936163,0.0,6.66233668342,-1.0,3.59,4.41,8.72,6.51083591331,-1.0,0.0,5.08,2.79,0.0,6.77766314712,5.26,3.39,6.5,0.0,7.26,-1.0,4.71355179704,6.51083591331,3.82,7.41828254848,0.0,5.39,-1.0,0.0,6.1,5.27087304014,0.0,0.0,0.0,6.18091741013,0.0,-1.0,5.83615012107,5.07301518438,0.0,4.41814486712,6.34,6.67799435028,4.58,4.7234751773,6.39,7.45,4.1325,4.7682296842,5.1,5.60499829266,5.48883217736,5.39,3.34,5.61,0.0,0.0
19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.56,4.41,0.0,0.0,5.04905263158,4.71,5.18208416834,4.15995616272,-1.0,6.07025125628,6.38,4.35335092348,7.38,5.4075147929,0.0,6.541875,6.86818941504,6.38,5.44,0.0,0.0,6.66233668342,-1.0,3.59,4.41,5.85,5.62788875815,-1.0,3.83,4.89288356778,0.0,6.5,6.0,0.0,4.95,4.74736842105,0.0,2.64,-1.0,7.17,5.62788875815,4.42487334144,6.0,0.0,5.39,-1.0,6.38,6.1,4.32,0.0,7.2,5.67,5.75230713425,4.28,-1.0,7.02929155313,2.82,5.86727178356,5.0,8.72,6.5,0.0,6.95,0.0,7.35,5.75539335935,0.0,6.78204379562,5.71,6.18,5.5,5.57,6.03975609756,0.0,0.0
20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.76269830152,-1.0,0.0,5.34552521008,5.82211764706,5.87,5.89963829787,0.0,-1.0,5.50042328042,5.87049429658,4.56721603563,5.20640205543,6.15125531915,0.0,6.541875,7.47,7.38,4.406425,6.34,7.73,7.38,-1.0,0.0,-1.0,6.1,8.1,-1.0,6.29221579961,4.31051674441,2.79,0.0,5.81248447205,7.88,4.60033557047,5.96981176471,6.0,7.38,-1.0,7.17,8.1,5.08,5.71,0.0,5.39,-1.0,6.1,0.0,6.21,6.0,4.58595330739,6.0,6.63903807615,0.0,-1.0,5.43,6.70651716769,0.0,0.0,5.16,3.55884368308,5.98,0.0,6.39,5.1381,5.12,0.0,3.64,5.71,6.0,5.53,0.0,3.76935828877,6.45286796797,4.69
