,Unnamed: 0,songs,lyrics,arousal stream,valence stream
48,48,Spies.txt,"I awake to find no peace of mind
I said, how do you live as a fugitive
Down here where I cannot see so clear
I said, what do I know
Show me the right way to go

And the spies came out of the water
But you're feeling so bad cos you know
But the spies hide out in every corner
But you can’t touch them no
Cos they’re all spies 
They’re all spies

I awake to see that no one is free
We’re all fugitives
Look at the way we live
Down here I cannot sleep from fear no
I said which way do I turn
I forget everything I learned

But the spies came out of the water
But you’re feeling so bad cos you know
But the spies hide out in every corner,
But you can’t touch them no
Cos they’re all spies they’re all spies

And if we don’t hide here
They’re going to find us
If we don’t hide now
They’re going to catch us where we sleep
And if we don’t hide here
They’re going to find us 

And the spies came out of the water
And you’re feeling so good cos you know
That those spies hide out in every corner
They can’t touch you no
Cos they’re just spies
They’re just spies
They’re just spies
They’re just spies
They’re just spies","[5.159920727226037, 5.53, 6.06, 6.1, 5.786307457409193, 5.256572890025575, 4.828173382364447, 4.503769751693002, 6.4, 0.0, 0.0, 5.698928250167639, 0.0, 5.335324074074075, 5.091014492753623, 5.2187265917603, 6.92, 5.256572890025575, 4.828173382364447, 5.28, 6.4, 0.0, 5.28, 5.6655474452554735, 5.28, 5.036294452687503, 5.28, 5.6655474452554735, 5.256572890025575, 5.811696184042359, 4.503769751693002, 6.4, 0.0, 0.0, 0.0, 0.0, 0.0]","[6.755565604969639, 7.2, 6.1, 6.38, 5.830912660754606, 5.811924882629108, 5.270873040136262, 4.34448717948718, 6.21, 0.0, 0.0, 6.9636771761734515, 0.0, 5.8131200000000005, 5.17974293059126, 4.348300970873786, 5.39, 5.811924882629108, 5.270873040136262, 4.32, 6.21, 0.0, 4.32, 5.809414141414142, 4.32, 6.525962014249307, 4.32, 5.809414141414142, 5.811924882629108, 6.161400227655866, 4.34448717948718, 6.21, 0.0, 0.0, 0.0, 0.0, 0.0]"
49,49,Trouble_Singles.txt,"Oh, no, I see
A spider web, it's tangled up with me,
And I lost my head,
The thought of all the stupid things I'd said,

Oh, no, what's this?
A spider web, and I'm caught in the middle,
So I turned to run,
The thought of all the stupid things I've done,

And I never meant to cause you trouble,
And I never meant to do you wrong,
And I, well, if I ever caused you trouble,
Oh no, I never meant to do you harm.

Oh, no, I see
A spider web, and it's me in the middle,
So I twist and turn,
Here am I in my little bubble,
Singing out...

I never meant to cause you trouble,
And I never meant to do you wrong,
And I, well, if I ever caused you trouble,
Oh, no, I never meant to do you harm.

They spun a web for me,
They spun a web for me,
They spun a web for me.","[6.06, 4.938530183727034, 5.82, 4.777659574468085, 5, 4.511075000000001, 5.24, 4.777659574468085, 5.22, 0.0, 0.0, 5, 6.06, 5.71, 5.21, 0.0, 0.0, 5.22, 0.0, 0.0, 5, 0.0, 0.0, 0.0]","[6.1, 3.6588888888888893, 2.82, 4.204779661016949, 6, 4.296292134831461, 4.07, 4.204779661016949, 4.93, 0.0, 0.0, 6, 6.1, 3.33, 6.26, 0.0, 0.0, 4.93, 0.0, 0.0, 6, 0.0, 0.0, 0.0]"
50,50,WeNeverChange.txt,"I wanna live life, and never be cruel,
I wanna live life, and be good to you.

I wanna fly,
And never come down,
And live my life,
And have friends around.

We never change, do we?
No, no.
We never learn, do we?
So I wanna live in a wooden house,

I wanna live life, and always be true,
I wanna live life, and be good to you,

I wanna fly,
And never come down,
And I live my life,
And have friends around.

We never change, do we?
No, no.
We never learn, do we?
So I wanna live in a wooden house,
Where making more friends would be easy.

Oh and I don't have a soul to save,
Yes, and I sin every single day,

We never change, do we?
We never learn, do we?
So, I wanna live in a wooden house,
Where making more friends would be easy.
I wanna live where the sun comes out.","[5.53, 5.479565217391305, 0.0, 5.82, 5.53, 7.92, 0.0, 0.0, 0.0, 5.53, 5.53, 5.479565217391305, 0.0, 5.82, 5.53, 7.92, 0.0, 0.0, 0.0, 5.53, 7.08, 6.34, 5.388954423592493, 0.0, 0.0, 5.53, 7.08, 5.471852323360917]","[7.2, 7.355526315789474, 0.0, 4.7, 7.2, 5.11, 0.0, 0.0, 0.0, 7.2, 7.2, 7.355526315789474, 0.0, 4.7, 7.2, 5.11, 0.0, 0.0, 0.0, 7.2, 4.585953307392996, 4.19, 3.8413394919168593, 0.0, 0.0, 7.2, 4.585953307392996, 6.635795580152613]"
51,51,Yellow_Singles.txt,"Look at the stars,
Look how they shine for you,
And everything you do,
Yeah, they were all yellow.

I came along,
I wrote a song for you,
And all the things you do,
And it was called ""Yellow"".

So then I took my turn,
Oh what a thing to have done,
And it was all yellow.

Your skin,
Oh yeah your skin and bones,
Turn into
Something beautiful,
Do you know,
You know I love you so,
You know I love you so.

I swam across,
I jumped across for you,
Oh what a thing to do.
'Cause you were all yellow,

I drew a line,
I drew a line for you,
Oh what a thing to do,
And it was all yellow.

Your skin,
Oh yeah your skin and bones,
Turn into
Something beautiful,
Do you know,
For you I'd bleed myself dry,
For you I'd bleed myself dry.

It's true,
Look how they shine for you,
Look how they shine for you,
Look how they shine for,
Look how they shine for you,
Look how they shine for you,
Look how they shine.

Look at the stars,
Look how they shine for you,
And all the things that you do.","[0.0, 7.14, 0.0, 0.0, 5.42, 5.793244680851064, 0.0, 5.6, 4.76, 5, 0.0, 0.0, 5.5, 0.0, 0.0, 0.0, 6.199704641350211, 6.199704641350211, 0.0, 5.56, 5, 0.0, 0.0, 4.98, 5, 0.0, 0.0, 5.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.14, 7.14, 7.14, 7.14, 7.14, 0.0, 0.0, 7.14, 0.0]","[0.0, 4.7, 0.0, 0.0, 4.7, 6.0818509615384615, 0.0, 4.25, 5.39, 6, 0.0, 0.0, 5.28, 0.0, 0.0, 0.0, 8.235384615384616, 8.235384615384616, 0.0, 5.67, 6, 0.0, 0.0, 4.98, 6, 0.0, 0.0, 5.28, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.7, 4.7, 4.7, 4.7, 4.7, 0.0, 0.0, 4.7, 0.0]"
52,52,42.txt,"Those who are dead are not dead 
They’re just living in my head 
And since I fell for that spell 
I am living there as well 
Oh.. 

Time is so short and I’m sure 
There must be something more 

Those who are dead are not dead 
They’re just living in my head oh… 
And since I fell for that spell 
I am living there as well oh… 

Time is so short and I’m sure 
There must be something more 


You thought you might be a ghost 
You thought you might be a ghost 
You didn’t get to heaven but you made it close 
You didn’t get to heaven but you made it close 

You thought you might be a ghost 
You thought you might be a ghost 
You didn’t get to heaven but you made it close 
You didn’t get to heaven but you oh-oh-ooh, oh-oh-ooh 
Oh oh… 

Those who are dead are not dead 
They’re just living in my head 
Oh..
","[5.73, 6.296419213973799, 4.4347916666666665, 6.68, 0.0, 5.270227272727272, 0.0, 5.73, 6.296419213973799, 4.4347916666666665, 6.68, 5.270227272727272, 0.0, 4.613057471264368, 4.613057471264368, 5.892622330628702, 5.892622330628702, 4.613057471264368, 4.613057471264368, 5.892622330628702, 5.84177570093458, 5, 5.73, 6.296419213973799, 0.0]","[1.94, 5.2545519713261655, 5.216722689075629, 5.479565217391305, 0.0, 5.512207792207792, 0.0, 1.94, 5.2545519713261655, 5.216722689075629, 5.479565217391305, 5.512207792207792, 0.0, 6.1809174101285755, 6.1809174101285755, 5.752307134248372, 5.752307134248372, 6.1809174101285755, 6.1809174101285755, 5.752307134248372, 6.639038076152305, 6, 1.94, 5.2545519713261655, 0.0]"
53,53,CemeteriesOfLondon.txt,"At night they would go walking ‘til the breaking of the day, 
The morning is for sleeping… 
Through the dark streets they go searching to seek God in their own way, 
Save the nighttime for your weeping… 
Your weeping… 

Singing la lalalala la le… 
And the night over London rang. 
So we rode down to the river where the toiling ghosts strain 
for their curses to be broken… 
We’d go underneath the arches where the witches are in there saying 
There are ghost towns in the ocean… 
The ocean… 
Singing la lalalala la le… 
And the night over London rang. 

God is in the houses and God is in my head… and all the cemeteries in London… 
I see God come in my garden, but I don’t know what he said, 
For my heart, it wasn’t open… 
Not open… 

Singing la lalalala la le… 
and the night over London rang. 
Singing la lalalala la le… 
There's no light over London today.","[5.311004360131569, 6.56, 5.307617229938045, 0.0, 0.0, 0.0, 6.22, 4.618927398969331, 0.0, 5.54, 3.64, 0.0, 0.0, 6.22, 6.16, 5.980676963857878, 0.0, 0.0, 0.0, 6.22, 0.0, 6.4]","[6.011817783951439, 5.06, 5.172876152790631, 0.0, 0.0, 0.0, 4.28, 5.904149036305294, 0.0, 7.38, 6.41, 0.0, 0.0, 4.28, 4.56, 5.726889250451334, 0.0, 0.0, 0.0, 4.28, 0.0, 5.4]"
54,54,DeathAndAllHisFriends.txt,"All winter we got carried
Oh way over on the rooftops let's get married.
All summer we just hurried
So come over, just be patient, and don't worry.
So come over, just be patient, and don't worry.

So come over, just be patient, and don't worry.

And don't worry.

No, I don't wanna battle from beginning to end;
I don't want a cycle of recycled revenge;
I don't want to follow death and all of his friends.

No, I don't wanna battle from beginning to end;
I don't want a cycle of recycled revenge;
I don't want to follow death and all of his friends.

And in the end, we lie awake
And we dream of making escape.

And in the end, we lie awake
And we dream of making escape.
","[5.6, 5.626240000000001, 0.0, 5.82, 5.82, 5.82, 0.0, 2.98, 5.7, 5.4945964306896, 2.98, 5.7, 5.4945964306896, 5.818878048780489, 5.719565217391304, 5.818878048780489, 5.719565217391304]","[5.92, 5.112694063926941, 0.0, 4.7, 4.7, 4.7, 0.0, 6.77, 5.16, 3.223541803386271, 6.77, 5.16, 3.223541803386271, 4.5417303370786515, 5.603409669211197, 4.5417303370786515, 5.603409669211197]"
55,55,LifeInTechnicolorII.txt,"There's a wild wind blowing,
Down the corner of my street
Every night there the headlights are glowing

Theres a cold war coming, 
On the radio I heard
Baby it's a violent world

Oh love don't let me go
Won't you take me where the streetlights glow
I could hear it coming
I could hear the sirens sound
Now my feet won't touch the ground

Time came a-creepin'
Oh and time's a loaded gun
Every road is a ray of light
It goes o-o-on
Time only can lead you on
Still it's such a beautiful night

Oh love don't let me go
Won't you take me where the streetlights glow
I could hear it coming
Like a serenade of sound
Now my feet won't touch the ground

Gravity release me,
And dont ever hold me down
Now my feet won't touch the ground.","[5.5, 3.646569920844328, 6.639047619047619, 6.358337129840546, 5.231823204419889, 6.092078189300411, 5.774437086092716, 6.3125, 5.84, 5.849677419354839, 5.747041354767457, 5.42, 6.244999999999999, 5.952592592592592, 5.26, 6.28, 6.2021428571428565, 5.774437086092716, 6.3125, 5.84, 5.86, 5.747041354767457, 6.1, 5.7, 5.9867716535433075]","[4.14, 4.899170984455958, 5.320631067961165, 3.030102564102564, 6.196178861788619, 4.256876640419947, 8.361984732824428, 5.836150121065375, 7.029291553133515, 5.407514792899409, 4.528435556811758, 4.7, 4.545953307392996, 4.646978922716627, 7.38, 3.15, 6.185766233766234, 8.361984732824428, 5.836150121065375, 7.029291553133515, 5.43, 4.528435556811758, 7.17, 6.1, 4.500697674418604]"
56,56,Lost.txt,"Just because I'm losing
Doesn't mean I'm lost
Doesn't mean I'll stop
Doesn't mean I would cross

Just because I'm hurting
Doesn't mean I'm hurt
Doesn't mean I didn't get
What I deserved
No better and no worse

I just got lost
Every river that I tried to cross
Every door I ever tried was locked
Ohhh and I'm...
Just waiting 'til the shine wears off

You might be a big fish
In a little pond
Doesn't mean you've won
'Cause along may come
A bigger one

And you'll be lost
Every river that you tried to cross
Every gun you ever held went off
Ohhh and I'm...
Just waiting 'til the firing stopped
Ohhh and I'm...
Just waiting 'til the shine wears off

[Guitar solo]

Ohhh and I'm...
Just waiting 'til the shine wears off
Ohhh and I'm...
Just waiting 'til the shine wears off","[0.0, 4.585022026431718, 3.809570552147239, 4.2089256198347105, 2.36, 4.624761904761905, 5.113599999999999, 0.0, 4.961481481481481, 5.678725490196078, 4.93971112781128, 4.315666937244904, 0.0, 5.881338289962825, 5.217814333371678, 0.0, 6.382675159235669, 5.82, 5.921137123745819, 5.82, 4.93971112781128, 5.612503779509245, 0.0, 3.86, 0.0, 5.881338289962825, 0.0, 0.0, 5.881338289962825, 0.0, 5.881338289962825]","[0.0, 4.541617312072892, 6.023840445269016, 6.305187969924812, 5.85, 3.565706806282723, 6.438992248062016, 0.0, 5.209979959919839, 4.10058690744921, 6.706517167691441, 6.235999682388438, 0.0, 3.6060385438972165, 5.462084930834586, 0.0, 7.367627118644068, 4.7, 5.073015184381779, 2.82, 6.706517167691441, 5.292007473954841, 0.0, 5.0, 0.0, 3.6060385438972165, 0.0, 0.0, 3.6060385438972165, 0.0, 3.6060385438972165]"
57,57,LoversInJapan.txt,"Lovers, keep on the road you're on 
Runners, until the race is run 
Soldiers, you've got to soldier on 
Sometimes even right is wrong 

They are turning my head out 
To see what I'm all about 
Keeping my head down 
To see what it feels like now 
But I have no doubt 
One day, we are gonna get out 

Tonight maybe we're gonna run 
Dreaming of the Osaka sun 
Ohh ohh... 
Dreaming of when the morning comes 

They are turning my head out 
To see what I'm all about 
Keeping my head down 
To see what it feels like now 
But I have no doubt 
One day the sun will come out 

...

Reign of love 
I can’t let go 
To the sea I offer 
This heavy load 

Locusts will 
Lift me up 
I’m just a prisoner 
In a reign of love 

Locusts will 
Let us stop 
I wish I’d spoken 
To the reign of love 

Reign of love 
By the church, we’re waiting 
Reign of love 
My knees go praying 

How I wish 
I’d spoken up 
Or we’d be carried 
In the reign of love.
","[5.86, 5.48, 5.6, 4.612321428571429, 5.632344497607654, 6.06, 5.96, 6.329050262337464, 0.0, 5.92, 5.48, 5.04, 5, 5.854833948339484, 5.632344497607654, 6.06, 5.96, 6.329050262337464, 0.0, 5.827384518696974, 0.0, 6.44, 5.54, 6.762683982683983, 4.464979919678714, 0.0, 0.0, 2.86, 6.44, 0.0, 3.9, 5.16, 6.44, 6.44, 0.0, 6.44, 5.54, 5.16, 0.0, 0.0, 0.0]","[5.53, 5.71, 5.92, 5.58948275862069, 4.503505976095617, 6.1, 5.0, 5.047317988261019, 0.0, 5.92, 5.71, 7.55, 6, 4.861446654611211, 4.503505976095617, 6.1, 5.0, 5.047317988261019, 0.0, 5.867271783559333, 0.0, 8.72, 7.38, 4.911630648330059, 5.382183098591549, 0.0, 0.0, 5.7, 8.72, 0.0, 5.0, 7.09, 8.72, 8.72, 0.0, 8.72, 7.38, 7.09, 0.0, 0.0, 0.0]"
58,58,StrawberrySwing.txt,"They were sitting 
They were sitting on the strawberry swing 
Every moment was so precious 

They were sitting 
They were talking under strawberry swing 
Everybody was for fighting 
Wouldn't wanna waste a thing 

Cold, cold water bring me round 
Now my feet won't touch the ground 
Cold, cold water what ya say? 
When it's such… 
It's such a perfect day 
It's such a perfect day 

I remember 
We were walking up to strawberry swing 
I can't wait until the morning 
Wouldn't wanna change a thing 

People moving all the time 
Inside a perfectly straight line 
Don't you wanna curve away? 
When it's such… 
It's such a perfect day 
It's such a perfect day 

Now the sky could be blue 
I don't mind 
Without you it's a waste of time 

Could be blue 
I don’t mind 
Without you it’s a waste of time 

Could be blue, 
Could be grey 
Without you I’m just miles away 

Could be blue 
I don’t mind 
Without you it’s a waste of time","[5.68, 5.967763713080168, 5.939685039370078, 5.68, 6.3, 2.76, 4.14, 5.337197285960525, 5.747041354767457, 5.086059322033899, 0.0, 6.14356968215159, 6.14356968215159, 0.0, 6.3, 4.819810126582278, 0.0, 5.105882352941177, 6.004836601307189, 5.86, 0.0, 6.14356968215159, 6.14356968215159, 4.2898627002288325, 5.0, 4.367722772277228, 4.31, 5.0, 4.367722772277228, 0.0, 0.0, 5.3, 4.31, 5.0, 4.367722772277228]","[2.95, 3.822772277227723, 5.67295871559633, 2.95, 5.0, 7.15, 2.93, 4.91968986286218, 4.528435556811758, 5.387135278514589, 0.0, 6.132637362637363, 6.132637362637363, 0.0, 5.0, 5.373970588235294, 0.0, 5.357580299785866, 4.418144867118291, 5.0, 0.0, 6.132637362637363, 6.132637362637363, 7.101446540880504, 6.68, 4.0381481481481485, 6.76, 6.68, 4.0381481481481485, 0.0, 0.0, 4.07, 6.76, 6.68, 4.0381481481481485]"
59,59,VioletHill.txt,"It was a long and dark December
From the rooftops I remember
There was snow, white snow

Clearly I remember
From the windows they were watching
While we froze down below

When the future's architectured
By a carnival of idiots on show
You'd better lie low

If you love me, won't you let me know?

Was a long and dark December
When the banks became cathedrals
And a fox became God

Priests clutched onto Bibles
Hollowed out to fit their rifles
And a cross was held aloft

Bury me in armour
When I'm dead and hit the ground
My nerves are poles that unfroze

And if you love me, won't you let me know?

I don't want to be a soldier
Who the captain of some sinking ship
Would stow, far below.

So if you love me, why d'you let me go?

I took my love down to violet hill
There we sat in snow
All that time she was silent still

Said if you love me, won't you let me know?
If you love me, won't you let me know?
","[4.28, 0.0, 5.0106073752711495, 0.0, 5.924137931034483, 0.0, 0.0, 4.711548387096775, 5.355876884941129, 6.44, 4.28, 5.92, 5.46, 0.0, 0.0, 5.02314381270903, 0.0, 5.505092967668889, 4.47, 6.44, 5.7, 5.676887755102041, 0.0, 6.44, 5.152128146453089, 5.4185, 4.995297157622739, 6.44, 6.44]","[4.71, 0.0, 6.75359649122807, 0.0, 4.0332687651331725, 0.0, 0.0, 4.672489711934157, 3.8045983762045674, 8.72, 4.71, 5.3, 6.03, 0.0, 0.0, 5.883212121212122, 0.0, 3.4804933727206637, 6.34, 8.72, 5.16, 5.434705882352941, 0.0, 8.72, 7.921712328767124, 4.951014084507042, 5.133965141612201, 8.72, 8.72]"
60,60,VivaLaVida.txt,"I used to rule the world
Seas would rise when I gave the word
Now in the morning I sleep alone
Sweep the streets I used to own

I used to roll the dice
Feel the fear in my enemy's eyes
Listened as the crowd would sing
Now the old king is dead long live the king
One minute I held the key
Next the walls were closed on me
And I discovered that my castles stand
Upon pillars of salt and pillars of sand

I hear Jerusalem bells a-ringing
Roman cavalry choirs are singing
Be my mirror, my sword and shield
My missionaries in a foreign field
For some reason I can't explain
Once you'd gone there was never
Never an honest word
And that was when I ruled the world

It was a wicked and wild wind
Blew down the doors to let me in
Shattered windows and the sound of drums
People couldn't believe what I'd become
Revolutionaries wait
For my head on a silver plate
Just a puppet on a lonely string
Oh who would ever want to be king?

I hear Jerusalem bells a-ringing
Roman cavalry choirs are singing
Be my mirror, my sword and shield
My missionaries in a foreign field
For some reason I can't explain
I know St Peter won't call my name
Never an honest word
But that was when I ruled the world

Oh oh oh oh ohh oh [x5]

Hear Jerusalem bells a-ringing
Roman cavalry choirs are singing
Be my mirror, my sword and shield
My missionaries in a foreign field
For some reason I can't explain
I know St Peter won't call my name
Never an honest word
But that was when I ruled the world","[4.875348837209302, 5.889918032786884, 4.928064024390245, 5.165882352941177, 5.21763779527559, 6.482201834862385, 7.44, 5.5710422188354105, 5.069130854498852, 0.0, 6.258474576271187, 0.0, 5.84, 6.216559766763849, 0.0, 5.018199513381995, 5.498149466192171, 3.42, 5.470097719869707, 5.32, 5.751270588235294, 5.44, 6.094902130781286, 6.7, 3.74, 5.84, 5.349009009009008, 5.7, 5.84, 6.216559766763849, 0.0, 5.018199513381995, 5.498149466192171, 5.550721443108644, 5.470097719869707, 5.32, 5, 0.0, 6.216559766763849, 0.0, 5.018199513381995, 5.498149466192171, 5.550721443108644, 5.470097719869707, 5.32]","[5.489511111111111, 5.199305555555556, 4.862350698856417, 3.7648617511520737, 3.8348801742919387, 4.496750572082379, 4.69, 5.916996999278307, 5.272158693685986, 0.0, 3.8073661670235546, 0.0, 5.39, 4.307307692307693, 0.0, 5.908096590909091, 4.609081419624218, 6.21, 6.677994350282486, 6.5, 3.558843683083512, 3.8, 4.160162767039674, 5.3, 5.62, 4.623274021352312, 3.2438983050847456, 5.16, 5.39, 4.307307692307693, 0.0, 5.908096590909091, 4.609081419624218, 5.975521954705856, 6.677994350282486, 6.5, 6, 0.0, 4.307307692307693, 0.0, 5.908096590909091, 4.609081419624218, 5.975521954705856, 6.677994350282486, 6.5]"
61,61,Yes.txt,"When it started we had high hopes 
Now my back's on the line 
My back's on the ropes 

When it started we were alright 
But night makes a fool 
of us in the daylight 

Then we were dying of frustration 
Saying Lord lead me not into temptation 
But it’s not easy when she turns you on 
Sin, stay gone 

If you’d only, if you’d only say yes 
Whether you will's anybody’s guess 
God only God knows I'm trying my best 
But I’m just so tired of this loneliness 

Hey 

So up they picked me by the big toe 
I was held from the rooftop then they let go 
Dizzily screaming 'Let the windows down' 
As I crawl to the ground 

If you'd only if you'd only say yes 
Whether you will's anybody's guess 
God only God knows she won't let me rest 
But I'm just so tired of this loneliness 
I've become so tired of this loneliness
","[6.487944995547457, 4.98, 0.0, 6.0, 5.883529411764705, 4.77, 2.232631578947368, 6.28, 5.025806451612903, 4.704, 0.0, 5.64, 6.251619537275065, 3.6740831295843517, 0.0, 6.142509225092251, 5.415284552845529, 4.558350515463917, 5.26, 0.0, 5.64, 6.561666666666666, 3.6740831295843517, 3.6740831295843517]","[4.811207679711143, 4.98, 0.0, 3.82, 4.2397266514806375, 6.8, 5.12711835334477, 3.15, 5.738282352941177, 5.9077755102040825, 0.0, 5.98, 6.194111601621029, 1.9372897196261687, 0.0, 4.020687022900763, 6.782043795620437, 5.5243324937027705, 4.58, 0.0, 5.98, 4.583295880149812, 1.9372897196261687, 1.9372897196261687]"
62,62,AMessage.txt,"My song is love
Love to the loveless shown
And it goes on
You don't have to be alone
Your heavy heart
Is made of stone
And it's so hard to see you clearly
You don't have to be on your own
You don't have to be on your own

And I'm not gonna take it back
And I'm not gonna say, ""I don't mean that""
You're the target that I'm aiming at
Got to get that message home

My song is love
My song is love, unknown
But I'm on fire for you, clearly
You don't have to be alone
You don't have to be on your own

And I'm not gonna take it back
And I'm not gonna say, ""I don't mean that""
You're the target that I'm aiming at
And I'm nothing on my own
Got to get that message home

And I'm not gonna stand and wait
Not gonna leave it until it's much too late
On a platform I'm gonna stand and say
That I'm nothing on my own
And I love you, please come home

My song is love, is love unknown
And I've got to get that message home
","[6.225181975736568, 5.92, 5.26, 4.83, 4.966702997275204, 5.5724409448818895, 5.753415384615384, 0.0, 0.0, 5.18, 3.68, 0.0, 5.716761487964988, 6.225181975736568, 4.819974554707379, 7.17, 4.83, 0.0, 5.18, 3.68, 0.0, 0.0, 5.716761487964988, 4.710086206896552, 4.52, 5.6, 0.0, 5.801594436742951, 5.171936657609826, 5.688639890772556]","[8.295280898876406, 5.12, 7.38, 2.41, 6.456370967741934, 4.353318681318681, 5.619401496259352, 0.0, 0.0, 4.723475177304964, 6.95, 0.0, 6.242911619087749, 8.295280898876406, 6.311043689320388, 3.22, 2.41, 0.0, 4.723475177304964, 6.95, 0.0, 0.0, 6.242911619087749, 4.792315573770493, 3.82, 3.93, 0.0, 7.55374394574601, 7.744168832080905, 6.175778858532399]"
63,63,FixYou_Singles.txt,"When you try your best, but you don't succeed
When you get what you want, but not what you need
When you feel so tired, but you can't sleep
Stuck in reverse
And the tears come streaming down your face
When you lose something you can't replace
When you love someone, but it goes to waste
Could it be worse?

Lights will guide you home
And ignite your bones
And I will try to fix you

And high up above or down below
When you're too in love to let it go
But if you never try you'll never know
Just what you're worth

Lights will guide you home
And ignite your bones
And I will try to fix you

Tears stream down your face
When you lose something you cannot replace
Tears stream down your face and I
Tears stream down your face
I promise you I will learn from my mistakes
Tears stream down your face and I

Lights will guide you home
And ignite your bones
And I will try to fix you
","[6.639545454545454, 5.92, 4.975725593667546, 4.5, 5.574716981132076, 0.0, 5.177155276847431, 0.0, 4.21, 0.0, 6.118947368421052, 6.64, 5.774437086092716, 6.052274678111587, 0.0, 4.21, 0.0, 6.118947368421052, 5.04, 0.0, 5.04, 5.04, 5.2893928529058964, 5.04, 4.21, 0.0, 6.118947368421052]","[7.591541850220265, 5.92, 5.75527446300716, 5.64, 5.727254901960784, 0.0, 7.136066630843633, 0.0, 7.91, 0.0, 5.33498969072165, 4.75, 8.361984732824428, 6.946719367588933, 0.0, 7.91, 0.0, 5.33498969072165, 6.39, 0.0, 6.39, 6.39, 6.209687120575325, 6.39, 7.91, 0.0, 5.33498969072165]"
64,64,Low.txt,"You see the world in black and white
No colour or light
You think you'll never get it right
But you're wrong. You might.

The sky could fall, could fall on me
The parting of the sea
But you mean more, mean more to me
Than any colour I can see

All you ever wanted was love,
But you never looked hard enough,
It's never gonna give itself up

All you ever wanted to be
Living in perfect symmetry,
Nothing is as down or as up as us

You see the world in black and white
Not painted right
You see no meaning to your life
You should try
You should try

All you ever wanted was love,
But you never looked hard enough,
It's never gonna give itself up

All you ever wanted to be,
Living in perfect symmetry,
Nothing is as down or as up

Don't you want to see it come soon,
Floating in a big white balloon
Come give her your own silver spoon

Don't you want to see it come down?
There for throwing your arms around
And say ""You're not a moment too soon.""

Cause I feel low, cause I feel low
ooooh...
Yeah I feel low
oh no...oooh
Cause I feel low, cause I feel low
oh...
Yet I feel low
oh no...oooh
","[5.29241237781631, 6.489407894736842, 6.203398514682837, 0.0, 4.470666666666666, 6.94, 3.68, 6.2728185328185315, 5.08, 5.4037746478873245, 6.54, 5.08, 5.95, 0.0, 5.29241237781631, 6.405132743362833, 6.048478260869564, 6.02, 6.02, 5.08, 5.4037746478873245, 6.54, 5.08, 5.95, 0.0, 5.870884724112658, 5.457637362637363, 6.54, 5.870884724112658, 5.112432432432433, 3.83, 5.167501756996982, 0.0, 4.775022222222223, 0.0, 5.167501756996982, 0.0, 4.775022222222223, 0.0]","[6.116545902263778, 5.085895372233401, 5.839647139838055, 0.0, 6.09797783933518, 4.95, 6.95, 5.478819875776397, 7.35, 5.1381, 5.67, 7.35, 7.25, 0.0, 6.116545902263778, 4.851814345991561, 6.729557739557739, 7.45, 7.45, 7.35, 5.1381, 5.67, 7.35, 7.25, 0.0, 5.356322778576523, 5.7019491525423724, 5.67, 5.356322778576523, 4.958224299065421, 5.76, 4.237848368377421, 0.0, 4.107843137254902, 0.0, 4.237848368377421, 0.0, 4.107843137254902, 0.0]"
